ident,name,latitude_deg,longitude_deg,iso_country,iata_code
SVSZ,Santa Bárbara del Zulia Airport,8.9745502472,-71.9432525635,VE,STB
SVTC,Tucupita Airport,9.0889940262,-62.0941734314,VE,TUV
SVTM,Tumeremo Airport,7.25,-61.4333343506,VE,TMO
SVUM,Uriman Airport,5.3333330154,-62.7666664124,VE,URM
SVVA,Arturo Michelena International Airport,10.1497325897,-67.9283981323,VE,VLN
SVVG,Juan Pablo Pérez Alfonso Airport,8.6241388321,-71.672668457,VE,VIG
SVVL,Dr. Antonio Nicolás Briceño Airport,9.3404779434,-70.5840606689,VE,VLV
SVVP,Valle de La Pascua Airport,9.2220277786,-65.9935836792,VE,VDP
SWAY,Araguaiana Airport,-15.7238998413,-51.8363990784,BR,0
SWBA,Buriti Alegre Airport,-18.1256008148,-49.0428009033,BR,0
SWBC,Barcelos Airport,-0.9812920094,-62.9196014404,BR,BAZ
SWBR,Borba Airport,-4.4063401222,-59.6024017334,BR,RBB
SWCA,Carauari Airport,-4.8715200424,-66.8974990845,BR,CAF
SWCQ,Costa Marques Airport,-12.4210996628,-64.2516021729,BR,CQS
SWCW,Cavalcante Airport,-13.7660999298,-47.4286003113,BR,0
SWCZ,Ceres Airport,-15.3446998596,-49.6046981812,BR,0
SWDM,Diamantino Airport,-14.3768997192,-56.4003982544,BR,DMT
SWDN,Dianópolis Airport,-11.5953998566,-46.846698761,BR,DNO
SWE,Siwea Airport,-6.284639,147.580833,PG,SWE
SWEC,Estância das Cascatas Airport,-15.8966999054,-52.0956001282,BR,ARS
SWEI,Eirunepé Airport,-6.6395301819,-69.8797988892,BR,ERN
SWEK,Canarana Airport,-13.5744438171,-52.2705574036,BR,CQA
SWFJ,Feijó Airport,-8.1655797958,-70.3529968262,BR,FEJ
SWFX,São Félix do Araguaia Airport,-11.632399559,-50.6896018982,BR,SXO
SWG,Satwag Airport,-6.1395555556,147.279166667,PG,SWG
SWGI,Gurupi Airport,-11.7396001816,-49.1321983337,BR,GRP
SWGN,Araguaína Airport,-7.2278699875,-48.2405014038,BR,AUX
SWIA,Iaciara Airport,-14.1063995361,-46.6693992615,BR,0
SWII,Ipiranga Airport,-2.9390699863,-69.6940002441,BR,IPG
SWIY,Santa Izabel do Morro Airport,-11.5722999573,-50.6661987305,BR,IDO
SWJI,Ji-Paraná Airport,-10.8708000183,-61.8465003967,BR,JPR
SWJN,Juína Airport,-11.4194440842,-58.7016677856,BR,JIA
SWJU,Juruena Airport,-10.3058328629,-58.4894447327,BR,JRN
SWKC,Cáceres Airport,-16.0436000824,-57.629901886,BR,CCX
SWKO,Coari Airport,-4.134059906,-63.132598877,BR,CIZ
SWKT,Catalão Airport,-18.2168006897,-47.8997001648,BR,TLZ
SWKX,Corixá Airport,-16.383600235,-58.317199707,BR,0
SWLB,Lábrea Airport,-7.2789697647,-64.7695007324,BR,LBR
SWLC,General Leite de Castro Airport,-17.8347225189,-50.956111908,BR,RVD
SWMW,Maués Airport,-3.3721699715,-57.7248001099,BR,MBZ
SWNA,Novo Aripuanã Airport,-5.1180300713,-60.3648986816,BR,NVP
SWNI,Nova Vida Airport,-10.1780557632,-62.8255577087,BR,AQM
SWNK,Novo Campo Airport,-8.8345603943,-67.3124008179,BR,BCR
SWNQ,Niquelândia Airport,-14.4349002838,-48.4915008545,BR,NQL
SWNS,Anápolis Airport,-16.3623008728,-48.9271011353,BR,APS
SWOB,Fonte Boa Airport,-2.5326099396,-66.0831985474,BR,FBA
SWPI,Parintins Airport,-2.673019886,-56.7771987915,BR,PIN
SWPM,Pimenta Bueno Airport,-11.6415996552,-61.1791000366,BR,PBQ
SWRA,Arraias Airport,-13.023888588,-46.8855552673,BR,AAI
SWRD,Rondonópolis Airport,-16.5860004425,-54.7248001099,BR,ROO
SWRP,Aripuanã Airport,-10.2502775192,-59.3838882446,BR,AIR
SWRU,Meruri Airport,-15.5564002991,-53.0752983093,BR,0
SWSI,Presidente João Batista Figueiredo Airport,-11.8850002289,-55.5861091614,BR,OPS
SWST,Santa Terezinha Airport,-10.4647216797,-50.518611908,BR,STZ
SWTP,Tapuruquara Airport,-0.4169439971,-65.0338897705,BR,IRZ
SWTS,Tangará da Serra Airport,-14.6619997025,-57.4435005188,BR,TGQ
SWTU,Fazenda Tucunaré Airport,-13.4655278136,-58.8669347763,BR,AZL
SWTY,Taguatinga Airport,-12.433889389,-46.400554657,BR,QHN
SWUA,São Miguel do Araguaia Airport,-13.3312997818,-50.1976013184,BR,SQM
SWVC,Vila Rica Airport,-9.9794435501,-51.1422233582,BR,VLP
SWXM,Regional Orlando Villas Boas Airport,-10.1702775955,-54.9527778625,BR,MBK
SWXV,Xavantina Airport,-14.6983003616,-52.3464012146,BR,NOK
SXH,Sehulea Airport,-9.9645277778,151.161861111,PG,SXH
SYAH,Aishalton Airport,2.4865300655,-59.3134002686,GY,AHL
SYAN,Annai Airport,3.9594399929,-59.1241989136,GY,NAI
SYBR,Baramita Airport,7.3701200485,-60.4879989624,GY,BMJ
SYBT,Bartica A Airport,6.3747701645,-58.6380996704,GY,GFO
SYCJ,Cheddi Jagan International Airport,6.4985499382,-58.2541007996,GY,GEO
SYGO,Ogle Airport,6.8062801361,-58.1058998108,GY,OGL
SYIB,Imbaimadai Airport,5.7081098557,-60.2942008972,GY,IMB
SYKM,Kamarang Airport,5.8653402328,-60.614200592,GY,KAR
SYKR,Karanambo Airport,3.751940012,-59.3097000122,GY,KRM
SYKS,Karasabai Airport,4.0333299637,-59.5332984924,GY,KRG
SYKT,Kato Airport,4.6491599083,-59.8321990967,GY,KTO
SYLP,Lumid Pau Airport,2.3939299583,-59.4410018921,GY,LUB
SYLT,Lethem Airport,3.3727600574,-59.7893981934,GY,LTM
SYMB,Mabaruma Airport,8.1999998093,-59.7832984924,GY,USI
SYMD,Mahdia Airport,5.277490139,-59.1511001587,GY,MHA
SYMM,Monkey Mountain Airport,4.4833297729,-59.6833000183,GY,MYM
SYN,Stanton Airfield,44.4754981995,-93.0162963867,US,SYN
SYNA,New Amsterdam Airport,6.25,-57.5167007446,GY,QSX
SYOR,Orinduik Airport,4.7252697945,-60.0349998474,GY,ORJ
SYPR,Paruma Airport,5.8154501915,-61.0554008484,GY,PRR
SZN,Santa Cruz Island Airport,34.0606002808,-119.915000916,US,SZN
SZP,Santa Paula Airport,34.34719849,-119.060997,US,SZP
TAPA,V.C. Bird International Airport,17.1367,-61.792702,AG,ANU
TAPH,Codrington Airport,17.635799,-61.828602,AG,BBQ
TBPB,Sir Grantley Adams International Airport,13.0746002197,-59.4925003052,BB,BGI
TBQ,Tarabo Airport,-6.4666666667,145.532222222,PG,TBQ
TDCF,Canefield Airport,15.3367004395,-61.39220047,DM,DCF
TDPD,Melville Hall Airport,15.5469999313,-61.2999992371,DM,DOM
TEO,Terapo Airport,-8.1697222222,146.194444444,PG,TEO
TFFA,La Désirade Airport,16.2968997955,-61.084400177,GP,DSD
TFFB,Baillif Airport,16.013299942,-61.7421989441,GP,BBR
TFFC,St-François Airport,16.2577991486,-61.2625007629,GP,SFC
TFFF,Martinique Aimé Césaire International Airport,14.5909996033,-61.003200531,MQ,FDF
TFFG,L'Espérance Airport,18.099899292,-63.0471992493,MF,SFG
TFFJ,Gustaf III Airport,17.9043998718,-62.8436012268,BL,SBH
TFFM,Les Bases Airport,15.8687000275,-61.2700004578,GP,GBJ
TFFR,Pointe-à-Pitre Le Raizet,16.2653007507,-61.5317993164,GP,PTP
TFFS,Terre-de-Haut Airport,15.86439991,-61.5806007385,GP,LSS
TGL,Tagula Airport,-11.3311111111,153.202916667,PG,TGL
TGPY,Point Salines International Airport,12.0041999817,-61.7862014771,GD,GND
TGPZ,Lauriston Airport,12.476099968,-61.4728012085,GD,CRU
TIST,Cyril E. King Airport,18.3372993469,-64.9733963013,VI,STT
TISX,Henry E Rohlsen Airport,17.7019004822,-64.7985992432,VI,STX
TJAB,Antonio Nery Juarbe Pol Airport,18.4500007629,-66.6753005981,PR,ARE
TJBQ,Rafael Hernandez Airport,18.4948997498,-67.1294021606,PR,BQN
TJCP,Benjamin Rivera Noriega Airport,18.313289,-65.304324,PR,CPX
TJFA,Diego Jimenez Torres Airport,18.3089008331,-65.6619033813,PR,FAJ
TJIG,Fernando Luis Ribas Dominicci Airport,18.4568004608,-66.0980987549,PR,SIG
TJMZ,Eugenio Maria De Hostos Airport,18.2556991577,-67.1484985352,PR,MAZ
TJPS,Mercedita Airport,18.0083007813,-66.56300354,PR,PSE
TJSJ,Luis Munoz Marin International Airport,18.4393997192,-66.0018005371,PR,SJU
TJVQ,Antonio Rivera Rodriguez Airport,18.1347999573,-65.493598938,PR,VQS
TKPK,Robert L. Bradshaw International Airport,17.3111991882,-62.7187004089,KN,SKB
TKPN,Vance W. Amory International Airport,17.2056999207,-62.5899009705,KN,NEV
TLP,Tumolbil Airport,-4.7777777778,141.012777778,PG,TLP
TLPC,George F. L. Charles Airport,14.0202,-60.992901,LC,SLU
TLPL,Hewanorra International Airport,13.7332,-60.952599,LC,UVF
TMJG,Areopuerto Internacional Islas Michael,16.2146745882,-66.884765625,PR,MJF
TN-0002,Enfidha Zine El Abidine Ben Ali International Airport,36.075833,10.438611,TN,NBE
TNCA,Queen Beatrix International Airport,12.5013999939,-70.0151977539,AW,AUA
TNCB,Flamingo International Airport,12.1309995651,-68.2685012817,BQ,BON
TNCC,Hato International Airport,12.1888999939,-68.9598007202,CW,CUR
TNCE,F. D. Roosevelt Airport,17.4965000153,-62.9794006348,BQ,EUX
TNCM,Princess Juliana International Airport,18.0410003662,-63.1088981628,SX,SXM
TNCS,Juancho E. Yrausquin Airport,17.6450004578,-63.2200012207,BQ,SAB
TPO,Port Alsworth Airport,60.2042999268,-154.319000244,US,PTA
TQPF,Wallblake Airport,18.2047996521,-63.0550994873,AI,AXA
TRPG,John A. Osborne Airport,16.7914009094,-62.1932983398,MS,MNI
TTCP,Tobago-Crown Point Airport,11.1497001648,-60.8321990967,TT,TAB
TTPP,Piarco International Airport,10.5953998566,-61.3372001648,TT,POS
TUPA,Captain Auguste George Airport,18.7271995544,-64.3296966553,VG,NGD
TUPJ,Terrance B. Lettsome International Airport,18.4447994232,-64.5429992676,VG,EIS
TUPW,Virgin Gorda Airport,18.4463996887,-64.4274978638,VG,VIJ
TVSB,J F Mitchell Airport,12.9884004593,-61.2620010376,VC,BQU
TVSC,Canouan Airport,12.6990003586,-61.3423995972,VC,CIW
TVSM,Mustique Airport,12.8879003525,-61.1801986694,VC,MQS
TVSU,Union Island International Airport,12.6001348495,-61.411945343,VC,UNI
TVSV,E. T. Joshua Airport,13.1443004608,-61.210899353,VC,SVD
TW-CMJ,Chi Mei Airport,23.2131004333,119.4179992676,TW,CMJ
TWH,Two Harbors Amphibious Terminal,33.4322222222,-118.508611111,US,TWH
TXKF,L.F. Wade International International Airport,32.3639984131,-64.6787033081,BM,BDA
TZ-GIT,Geita Airport,-2.8713600636,32.1716995239,TZ,GIT
TZ-LUY,Lushoto Airport,-4.7832598686,38.3041992188,TZ,LUY
U41,Dubois Municipal Airport,44.1665992737,-112.225997925,US,DBS
UAAA,Almaty Airport,43.3521003723,77.0404968262,KZ,ALA
UAAH,Balkhash Airport,46.8932991028,75.0049972534,KZ,BXH
UAAR,Boralday Airport,43.3526000977,76.8836975098,KZ,BXJ
UACC,Astana International Airport,51.0222015381,71.4669036865,KZ,TSE
UACK,Kokshetau Airport,53.3291015625,69.5945968628,KZ,KOV
UACP,Petropavlosk South Airport,54.7747001648,69.1838989258,KZ,PPK
UADD,Taraz Airport,42.8535995483,71.3035964966,KZ,DMB
UAE,Mount Aue Airport,-6.2341666667,144.664722222,PG,UAE
UAFM,Manas International Airport,43.0612983704,74.4776000977,KG,FRU
UAFO,Osh Airport,40.6090011597,72.793296814,KG,OSS
UAII,Shymkent Airport,42.364200592,69.4788970947,KZ,CIT
UAKD,Zhezkazgan Airport,47.7083015442,67.7332992554,KZ,DZN
UAKK,Sary-Arka Airport,49.6707992554,73.3343963623,KZ,KGF
UAOO,Kzyl-Orda Southwest Airport,44.7069015503,65.5924987793,KZ,KZO
UARR,Uralsk Airport,51.1507987976,51.5430984497,KZ,URA
UASB,Ekibastuz Airport,51.5909996033,75.2149963379,KZ,EKB
UASK,Ust-Kamennogorsk Airport,50.0365982056,82.4942016602,KZ,UKK
UASP,Pavlodar Airport,52.1949996948,77.0738983154,KZ,PWQ
UASS,Semipalatinsk Airport,50.3512992859,80.2343978882,KZ,DLX
UATE,Aktau Airport,43.8600997925,51.091999054,KZ,SCO
UATG,Atyrau Airport,47.1218986511,51.8213996887,KZ,GUW
UATT,Aktobe Airport,50.2458000183,57.2066993713,KZ,AKX
UAUR,Arkalyk North Airport,50.3185997009,66.952796936,KZ,AYK
UAUU,Kostanay West Airport,53.2069015503,63.5503005981,KZ,KSN
UBBB,Heydar Aliyev International Airport,40.4674987793,50.0466995239,AZ,GYD
UBBG,Ganja Airport,40.737701416,46.3176002502,AZ,KVD
UBBL,Lankaran International Airport,38.7463989258,48.8180007935,AZ,LLK
UBBN,Nakhchivan Airport,39.1888008118,45.4584007263,AZ,NAJ
UBBQ,Gabala International Airport,40.8266666667,47.7125,AZ,GBB
UBBY,Zaqatala International Airport,41.5622215271,46.6672210693,AZ,ZTU
UBI,Buin Airport,-6.7291666667,155.683333333,PG,UBI
UDSG,Gyumri Shirak Airport,40.7504005432,43.8592987061,AM,LWN
UDYZ,Zvartnots International Airport,40.1473007202,44.3959007263,AM,EVN
UEEA,Aldan Airport,58.6027984619,125.408996582,RU,ADH
UEEE,Yakutsk Airport,62.0932998657,129.7709960938,RU,YKS
UELL,Chulman Airport,56.913898468,124.9140014648,RU,CNN
UERL,Lensk Airport,60.7206001282,114.825996399,RU,ULK
UERP,Polyarny Airport,66.4003982544,112.029998779,RU,PYJ
UERR,Mirny Airport,62.5346984863,114.0390014648,RU,MJZ
UESO,Chokurdakh Airport,70.6231002808,147.9019927979,RU,CKH
UESS,Cherskiy Airport,68.7406005859,161.3379974365,RU,CYX
UEST,Tiksi Airport,71.6977005005,128.9029998779,RU,IKS
UG-OYG,Moyo Airport,3.6444001198,31.7627620697,UG,OYG
UGB,Ugashik Bay Airport,57.4253997803,-157.7400054932,US,UGB
UGKO,Kopitnari Airport,42.176700592,42.4826011658,GE,KUT
UGSB,Batumi International Airport,41.6102981567,41.5997009277,GE,BUS
UGSS,Sukhumi Dranda Airport,42.8582000732,41.1281013489,GE,SUI
UGTB,Tbilisi International Airport,41.6692008972,44.95470047,GE,TBS
UHBB,Ignatyevo Airport,50.4253997803,127.4120025635,RU,BQS
UHBI,Magdagachi Airport,53.4733009338,125.7949981689,RU,GDG
UHBW,Tynda Airport,55.284198761,124.7789993286,RU,TYD
UHHH,Khabarovsk-Novy Airport,48.5279998779,135.18800354,RU,KHV
UHKK,Komsomolsk-on-Amur Airport,50.4090003967,136.9340057373,RU,KXK
UHKM,Maygatka Airport.,48.9269981384,140.033996582,RU,GVN
UHMA,Ugolny Airport,64.7349014282,177.7409973145,RU,DYR
UHMD,Provideniya Bay Airport,64.3780975342,-173.2429962158,RU,PVS
UHMM,Sokol Airport,59.9109992981,150.7200012207,RU,GDX
UHMP,Pevek Airport,69.7833023071,170.5970001221,RU,PWE
UHNB,Bogorodskoye Airport,52.38,140.448,RU,BQG
UHOO,Okhotsk Airport,59.4100646973,143.0565032959,RU,OHO
UHPP,Yelizovo Airport,53.1679000854,158.453994751,RU,PKC
UHSH,Okha Airport,53.5200004578,142.88999939,RU,OHH
UHSK,Shakhtyorsk Airport,49.1902999878,142.082992554,RU,EKS
UHSM,Mendeleyevo Airport,43.9584007263,145.682998657,RU,DEE
UHSO,Zonalnoye Airport,50.6692008972,142.761001587,RU,ZZO
UHSS,Yuzhno-Sakhalinsk Airport,46.8886985779,142.7180023193,RU,UUS
UHWW,Vladivostok International Airport,43.3989982605,132.1479949951,RU,VVO
UIAA,Chita-Kadala Airport,52.0262985229,113.3059997559,RU,HTA
UIBB,Bratsk Airport,56.3706016541,101.6979980469,RU,BTK
UIBS,Ust-Ilimsk Airport,58.136100769,102.5650024414,RU,UIK
UIII,Irkutsk Airport,52.2680015564,104.388999939,RU,IKT
UIKB,Bodaybo Airport,57.8661003113,114.242996216,RU,ODO
UIKE,Yerbogachen Airport,61.2750015259,108.029998779,RU,ERG
UITT,Ust-Kut Airport,56.8567008972,105.7300033569,RU,UKX
UIUU,Ulan-Ude Airport (Mukhino),51.807800293,107.43800354,RU,UUD
UJAP,Ujae Atoll Airport,8.9280595779,165.7619934082,MH,UJE
UJN,Uljin Airport,36.7766666667,129.461944444,KR,UJN
UKBB,Boryspil International Airport,50.3450012207,30.8946990967,UA,KBP
UKCC,Donetsk International Airport,48.073600769,37.7397003174,UA,DOK
UKCK,Kramatorsk Airport,48.7056007385,37.6288986206,UA,KRQ
UKCM,Mariupol International Airport,47.0760993958,37.4496002197,UA,MPW
UKCS,Sievierodonetsk Airport,48.9003301015,38.5416698456,UA,SEV
UKCW,Luhansk International Airport,48.4174003601,39.3740997314,UA,VSG
UKDB,Berdyansk Airport,46.8149986267,36.7580986023,UA,ERD
UKDD,Dnipropetrovsk International Airport,48.3572006226,35.1006011963,UA,DNK
UKDE,Zaporizhzhia International Airport,47.8670005798,35.315700531,UA,OZH
UKDR,Kryvyi Rih International Airport,48.0433006287,33.2099990845,UA,KWG
UKFB,Belbek Airport,44.688999176,33.5709991455,UA,UKS
UKFF,Simferopol International Airport,45.0522003174,33.9751014709,UA,SIP
UKFK,Kerch Airport,45.3725013733,36.4014015198,UA,KHC
UKH,Mukhaizna Airport,19.3863888889,56.4013888889,OM,UKH
UKHH,Kharkiv International Airport,49.9248008728,36.2900009155,UA,HRK
UKHP,Suprunovka Airport,49.5685997009,34.3972015381,UA,PLV
UKHS,Sumy Airport,50.8582992554,34.7625007629,UA,UMY
UKKE,Cherkasy International Airport,49.415599823,31.995300293,UA,CKC
UKKG,Kirovograd Airport,48.5428009033,32.2849998474,UA,KGO
UKKK,Kiev Zhuliany International Airport,50.4016990662,30.4496994019,UA,IEV
UKKM,Gostomel Airport,50.6035003662,30.1919002533,UA,GML
UKKV,Zhytomyr Airport,50.270556,28.738611,UA,ZTR
UKLC,Lutsk Airport,50.6784041103,25.487165451,UA,UCK
UKLH,Khmelnytskyi Airport,49.3596992493,26.9333992004,UA,HMJ
UKLI,Ivano-Frankivsk International Airport,48.8842010498,24.6861000061,UA,IFO
UKLL,Lviv International Airport,49.8125,23.9561004639,UA,LWO
UKLN,Chernivtsi International Airport,48.2593002319,25.9808006287,UA,CWC
UKLR,Rivne International Airport,50.6071014404,26.1415996552,UA,RWN
UKLT,Ternopil International Airport,49.5242004395,25.7000999451,UA,TNL
UKLU,Uzhhorod International Airport,48.6343002319,22.2633991241,UA,UDJ
UKOH,Chernobayevka Airport,46.6758003235,32.506401062,UA,KHE
UKON,Mykolaiv International Airport,47.0578994751,31.9197998047,UA,NLV
UKOO,Odessa International Airport,46.4267997742,30.6765003204,UA,ODS
UKWW,Vinnytsia/Gavyryshivka Airport,49.242531,28.613778,UA,VIN
ULAA,Talagi Airport,64.6003036499,40.7167015076,RU,ARH
ULAM,Naryan Mar Airport,67.6399993896,53.1218986511,RU,NNM
ULAS,Solovki Airport,65.0299987793,35.7333335876,RU,CSH
ULBC,Cherepovets Airport,59.273601532,38.0158004761,RU,CEE
ULDD,Amderma Airport,69.7632980347,61.5564002991,RU,AMV
ULH,Majeed Bin Abdulaziz Airport,26.48,38.1288888889,SA,ULH
ULKK,Kotlas Airport,61.2358016968,46.6974983215,RU,KSZ
ULLI,Pulkovo Airport,59.8003005981,30.2625007629,RU,LED
ULMK,Kirovsk-Apatity Airport,67.4633026123,33.5882987976,RU,KVK
ULMM,Murmansk Airport,68.7817001343,32.7508010864,RU,MMK
ULOL,Velikiye Luki Airport,56.3810997009,30.6081008911,RU,VLU
ULOO,Pskov Airport,57.7839012146,28.3955993652,RU,PKV
ULPB,Petrozavodsk Airport,61.8852005005,34.1547012329,RU,PES
ULWW,Vologda Airport,59.2825012207,39.9444007874,RU,VGD
UMBB,Brest Airport,52.1082992554,23.8980998993,BY,BQT
UMGG,Gomel Airport,52.5270004272,31.0167007446,BY,GME
UMII,Vitebsk East Airport,55.126499176,30.3495998383,BY,VTB
UMKK,Khrabrovo Airport,54.8899993896,20.5925998688,RU,KGD
UMMG,Hrodna Airport,53.6020011902,24.0538005829,BY,GNA
UMMM,Minsk 1 Airport,53.8644981384,27.5396995544,BY,MHP
UMMS,Minsk International Airport,53.8824996948,28.0307006836,BY,MSQ
UMOO,Mogilev Airport,53.9548988342,30.0951004028,BY,MVQ
UNAA,Abakan Airport,53.7400016785,91.3850021362,RU,ABA
UNBB,Barnaul Airport,53.3638000488,83.5384979248,RU,BAX
UNEE,Kemerovo Airport,55.2700996399,86.1072006226,RU,KEJ
UNII,Yeniseysk Airport,58.4742012024,92.1125030518,RU,EIE
UNKL,Yemelyanovo Airport,56.1729011536,92.4933013916,RU,KJA
UNKS,Achinsk Airport,56.2682991028,90.5708007813,RU,ACS
UNKY,Kyzyl Airport,51.6693992615,94.4005966187,RU,KYZ
UNNT,Tolmachevo Airport,55.0125999451,82.6507034302,RU,OVB
UNOO,Omsk Central Airport,54.966999054,73.3105010986,RU,OMS
UNTT,Bogashevo Airport,56.3802986145,85.2082977295,RU,TOF
UNWW,Spichenkovo Airport,53.8114013672,86.8771972656,RU,NOZ
UODD,Dikson Airport,73.5178070068,80.3796691895,RU,DKS
UOHH,Khatanga Airport,71.9781036377,102.4909973145,RU,HTG
UOII,Igarka Airport,67.4372024536,86.6219024658,RU,IAA
UOOO,Norilsk-Alykel Airport,69.3110961914,87.3321990967,RU,NSK
URKA,Anapa Airport,45.0021018982,37.3473014832,RU,AAQ
URKE,Yeysk Airport,46.68,38.21,RU,EIK
URKG,Gelendzhik Airport,44.5820926295,38.0124807358,RU,GDZ
URKK,Krasnodar International Airport,45.0346984863,39.170501709,RU,KRR
URML,Uytash Airport,42.8167991638,47.6523017883,RU,MCX
URMM,Mineralnyye Vody Airport,44.2251014709,43.0819015503,RU,MRV
URMN,Nalchik Airport,43.5129013062,43.6366004944,RU,NAL
URMO,Beslan Airport,43.2051010132,44.6066017151,RU,OGZ
URMS,Magas Airport,43.3222999573,45.0125999451,RU,IGT
URMT,Stavropol Shpakovskoye Airport,45.1091995239,42.1128005981,RU,STW
URRR,Rostov-na-Donu Airport,47.2582015991,39.8180999756,RU,ROV
URRY,Volgodonsk Airport,47.6820983887,42.0727996826,RU,VLK
URSS,Sochi International Airport,43.4499015808,39.9566001892,RU,AER
URWA,Astrakhan Airport,46.2832984924,48.0063018799,RU,ASF
URWI,Elista Airport,46.3739013672,44.3308982849,RU,ESL
URWW,Volgograd International Airport,48.7825012207,44.345500946,RU,VOG
USCC,Chelyabinsk Balandino Airport,55.3058013916,61.5032997131,RU,CEK
USCM,Magnitogorsk International Airport,53.3931007385,58.7556991577,RU,MQF
USDD,Salekhard Airport,66.5907974243,66.611000061,RU,SLY
USDK,Mys Kamenny Airport,68.483001709,73.5670013428,RU,YMK
USDU,Urengoy Airport,65.9599990845,78.43699646,RU,UEN
USHB,Berezovo Airport,63.9210014343,65.0305023193,RU,EZV
USHH,Khanty Mansiysk Airport,61.0284996033,69.0860977173,RU,HMA
USHI,Igrim Airport,63.1987991333,64.4393005371,RU,IRM
USHN,Nyagan Airport,62.1100006104,65.6149978638,RU,NYA
USHS,Sovetskiy Airport,61.3266220093,63.6019134521,RU,OVS
USHU,Uray Airport,60.1032981873,64.8266983032,RU,URJ
USHY,Beloyarskiy Airport,63.6869010925,66.698600769,RU,EYK
USII,Izhevsk Airport,56.8280982971,53.4575004578,RU,IJK
USKK,Pobedilovo Airport,58.5032997131,49.3483009338,RU,KVX
USMM,Nadym Airport,65.4809036255,72.6988983154,RU,NYM
USMU,Novy Urengoy Airport,66.0693969727,76.5203018188,RU,NUX
USNN,Nizhnevartovsk Airport,60.9492988586,76.4835968018,RU,NJC
USPP,Bolshoye Savino Airport,57.9145011902,56.0211982727,RU,PEE
USRK,Kogalym International Airport,62.1903991699,74.5337982178,RU,KGP
USRN,Nefteyugansk Airport,61.1082992554,72.6500015259,RU,NFG
USRO,Noyabrsk Airport,63.1833000183,75.2699966431,RU,NOJ
USRR,Surgut Airport,61.3437004089,73.401802063,RU,SGC
USSS,Koltsovo Airport,56.7430992126,60.8027000427,RU,SVX
USTO,Tobolsk Airport,58.135799408,68.2319030762,RU,TOX
USTR,Roshchino International Airport,57.1896018982,65.3243026733,RU,TJM
USUU,Kurgan Airport,55.4752998352,65.4156036377,RU,KRO
UTAA,Ashgabat Airport,37.9868011475,58.361000061,TM,ASB
UTAK,Turkmenbashi Airport,40.0633010864,53.0071983337,TM,KRW
UTAM,Mary Airport,37.6194000244,61.8967018127,TM,MYP
UTAT,Daşoguz Airport,41.761100769,59.8266983032,TM,TAZ
UTAV,Turkmenabat Airport,39.0833015442,63.6133003235,TM,CRZ
UTDD,Dushanbe Airport,38.5433006287,68.8249969482,TJ,DYU
UTDK,Kulob Airport,37.9880981445,69.8050003052,TJ,TJU
UTDL,Khudzhand Airport,40.2154006958,69.6947021484,TJ,LBD
UTDT,Qurghonteppa International Airport,37.8664016724,68.8647003174,TJ,KQT
UTKA,Andizhan Airport,40.7276992798,72.2939987183,UZ,AZN
UTKF,Fergana Airport,40.3587989807,71.7450027466,UZ,FEG
UTKN,Namangan Airport,40.9846000671,71.5567016602,UZ,NMA
UTNN,Nukus Airport,42.4883995056,59.623298645,UZ,NCU
UTNU,Urgench Airport,41.5843009949,60.6417007446,UZ,UGC
UTSA,Navoi Airport,40.1171989441,65.1707992554,UZ,NVI
UTSB,Bukhara Airport,39.7750015259,64.4832992554,UZ,BHK
UTSL,Karshi Khanabad Airport,38.8335990906,65.9215011597,UZ,KSQ
UTSN,Sugraly Airport,41.613899231,64.2332000732,UZ,AFS
UTSS,Samarkand Airport,39.7005004883,66.9838027954,UZ,SKD
UTST,Termez Airport,37.2867012024,67.3099975586,UZ,TMJ
UTTT,Tashkent International Airport,41.257900238,69.2811965942,UZ,TAS
UUBA,Kostroma Sokerkino Airport,57.7969017029,41.0194015503,RU,KMW
UUBB,Bykovo Airport,55.6171989441,38.0600013733,RU,BKA
UUBI,Ivanovo South Airport,56.9393997192,40.9407997131,RU,IWA
UUBK,Staroselye Airport,58.1041984558,38.9294013977,RU,RYB
UUBP,Bryansk Airport,53.2141990662,34.176399231,RU,BZK
UUDD,Domodedovo International Airport,55.4087982178,37.9062995911,RU,DME
UUDL,Tunoshna Airport,57.5606994629,40.1573982239,RU,IAR
UUEE,Sheremetyevo International Airport,55.9725990295,37.4146003723,RU,SVO
UUEM,Migalovo Air Base,56.8246994019,35.7577018738,RU,KLD
UUOB,Belgorod International Airport,50.6437988281,36.5900993347,RU,EGO
UUOK,Kursk East Airport,51.7505989075,36.2956008911,RU,URS
UUOL,Lipetsk Airport,52.7028007507,39.5377998352,RU,LPK
UUOO,Voronezh International Airport,51.814201355,39.229598999,RU,VOZ
UUOR,Oryol Yuzhny Airport,52.9347000122,36.0022010803,RU,OEL
UUOT,Donskoye Airport,52.806098938,41.48279953,RU,TBW
UUWR,Turlatovo Airport,54.5559005737,39.8552017212,RU,RZN
UUWW,Vnukovo International Airport,55.5914993286,37.2615013123,RU,VKO
UUYH,Ukhta Airport,63.5668983459,53.8046989441,RU,UCT
UUYI,Inta Airport,66.0548324585,60.1103210449,RU,INA
UUYP,Pechora Airport,65.1211013794,57.1307983398,RU,PEX
UUYS,Usinsk Airport,66.004699707,57.3671989441,RU,USK
UUYW,Vorkuta Airport,67.4886016846,63.9930992126,RU,VKT
